movie_id,real_budget,real_revenue,real_profit,is_profitable,ROI,log_real_revenue,is_sequel,is_major_studio,is_blockbuster_season,is_weekend_release,released_year,released_date,runtime,director,star,writer,director_win_rate,star_win_rate,writer_win_rate,production_win_rate,rating_win_rate,rating,country,vote_count,score,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,theme_agent,theme_american,theme_brother,theme_car,theme_city,theme_daughter,theme_death,theme_director,theme_drug,theme_family,theme_father,theme_finds,theme_friend,theme_friends,theme_help,theme_high,theme_love,theme_mother,theme_murder,theme_old,theme_police,theme_relationship,theme_school,theme_secret,theme_son,theme_town,theme_true,theme_war,theme_wife,theme_years
28 days later...,13639130.434782607,146143938.9918478,132504808.5570652,1,9.715048125,18.800102584357024,0,0,0,0,2003,"June 27, 2003 (United States)",113.0,Danny Boyle,Cillian Murphy,Alex Garland,0.8,1.0,0.6666666666666666,0.3333333333333333,0.6257332811888933,R,United Kingdom,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28 weeks later,22698986.97539797,98435939.64592376,75736952.67052579,1,3.336578533333333,18.404916545801473,0,0,0,0,2007,"May 11, 2007 (United States)",100.0,Juan Carlos Fresnadillo,Jeremy Renner,Rowan Joffe,1.0,0.8333333333333334,0.6666666666666666,0.4444444444444444,0.6257332811888933,R,United Kingdom,5413.0,6.609,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3 days to kill,37108576.256865226,51633800.7182087,14525224.461343475,1,0.3914250000000001,17.759687088044053,0,0,0,1,2014,"February 21, 2014 (United States)",117.0,McG,Kevin Costner,Adi Hasak,0.8333333333333334,0.7692307692307693,1.0,0.875,0.7330583382439599,PG-13,United States,1279.0,6.107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,1
3 ninjas,14533499.643620811,64842440.653599426,50308941.009978615,1,3.4615847692307695,17.987470910717445,0,0,0,0,1992,"August 7, 1992 (United States)",84.0,Jon Turteltaub,Victor Wong,Kenny Kim,0.9090909090909091,0.5,1.0,0.7307692307692307,0.7196885428253615,PG,United States,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 ninjas kick back,42334682.86099865,24975037.11066127,-17359645.750337385,0,-0.4100573,17.03338740845013,0,0,0,0,1994,"May 6, 1994 (United States)",93.0,Charles T. Kanganis,Victor Wong,Sang-ok Shin,0.0,0.5,0.0,0.0,0.7196885428253615,PG,United States,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-iron,1660667.019587083,5652839.125992588,3992172.106405505,1,2.4039569999999997,15.54766865398961,0,0,0,0,2004,"October 15, 2004 (South Korea)",88.0,Kim Ki-duk,Seung-Yun Lee,Kim Ki-duk,0.5,1.0,0.5,1.0,0.6257332811888933,R,South Korea,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 days of night,45397973.95079594,114271497.48673418,68873523.53593823,1,1.5171056666666665,18.554087740598952,0,1,0,0,2007,"October 19, 2007 (United States)",113.0,David Slade,Josh Hartnett,Steve Niles,1.0,0.6666666666666666,1.0,0.7559322033898305,0.6257332811888933,R,United States,3004.0,6.431,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
30 minutes or less,39055580.25789239,57142102.30858159,18086522.050689198,1,0.46309700000000015,17.861051763830105,0,1,0,1,2011,"August 12, 2011 (United States)",83.0,Ruben Fleischer,Jesse Eisenberg,Michael Diliberti,1.0,0.9,1.0,0.7559322033898305,0.6257332811888933,R,United States,825.0,5.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,98362276.8933912,690152380.0274963,591790103.1341051,1,6.016433553846154,20.352422973242394,0,1,0,0,2007,"March 9, 2007 (United States)",117.0,Zack Snyder,Gerard Butler,Zack Snyder,1.0,0.6428571428571429,1.0,0.7728813559322034,0.6257332811888933,R,United States,14559.0,7.194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000 miles to graceland,109821569.73461322,33159338.777526822,-76662230.9570864,0,-0.6980616935483871,17.316834977825884,0,0,0,0,2001,"February 23, 2001 (United States)",125.0,Demian Lichtenstein,Kurt Russell,Richard Recco,0.0,0.5,0.0,0.1,0.6257332811888933,R,United States,687.0,5.855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300: rise of an empire,145783692.43768483,438384883.81368816,292601191.3760033,1,2.0070913727272726,19.89860781493273,0,1,0,1,2014,"March 7, 2014 (United States)",102.0,Noam Murro,Sullivan Stapleton,Zack Snyder,1.0,1.0,1.0,0.7728813559322034,0.6257332811888933,R,United States,3870.0,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,1960625.0,1206081.0829166668,-754543.9170833332,0,-0.3848486666666666,14.002887716073102,0,0,0,1,2016,"September 16, 2016 (United States)",102.0,Rob Zombie,Malcolm McDowell,Rob Zombie,0.8,0.0,0.8,0.0,0.6770093457943925,,United Kingdom,370.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3:10 to yuma,83229618.90979256,105953151.05643994,22723532.14664738,1,0.27302218181818194,18.47850759265077,0,0,0,0,2007,"September 7, 2007 (United States)",122.0,James Mangold,Russell Crowe,Halsted Welles,1.0,0.8461538461538461,1.0,0.8461538461538461,0.6257332811888933,R,United States,3949.0,7.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40 days and 40 nights,29643690.93941078,165911000.4285714,136267309.48916063,1,4.596840176470589,18.926962066576074,0,0,0,0,2002,"March 1, 2002 (United States)",96.0,Michael Lehmann,Josh Hartnett,Rob Perez,0.25,0.6666666666666666,1.0,0.5454545454545454,0.6257332811888933,R,United Kingdom,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,41736909.87124464,131229866.53948498,89492956.66824034,1,2.144216161290322,18.69246105749518,0,1,0,1,2013,"April 12, 2013 (United States)",128.0,Brian Helgeland,Chadwick Boseman,Brian Helgeland,0.75,0.75,0.75,0.7728813559322034,0.7330583382439599,PG-13,United States,1028.0,7.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47 meters down,6783394.532843737,79606924.58465932,72823530.05181558,1,10.735558679245283,18.192611651862315,0,0,0,0,2017,"June 16, 2017 (United States)",89.0,Johannes Roberts,Mandy Moore,Johannes Roberts,1.0,0.6666666666666666,1.0,1.0,0.7330583382439599,PG-13,United Kingdom,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47 meters down: uncaged,14721939.773171686,58375635.56159562,43653695.78842393,1,2.965213583333333,17.88240917858931,0,0,0,0,2019,"August 16, 2019 (United States)",90.0,Johannes Roberts,Sophie Nélisse,Ernest Riera,1.0,1.0,1.0,1.0,0.7330583382439599,PG-13,United Kingdom,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47 ronin,235611587.98283264,204264226.89055794,-31347361.092274696,0,-0.1330467714285715,19.134924948473195,0,0,1,0,2013,"December 25, 2013 (United States)",128.0,Carl Rinsch,Keanu Reeves,Chris Morgan,0.0,0.7692307692307693,0.8571428571428571,0.6666666666666666,0.7330583382439599,PG-13,United States,2080.0,6.202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48 hrs.,39009326.42487047,256383947.76787564,217374621.34300518,1,5.572375666666666,19.362186678741807,0,1,0,0,1982,"December 8, 1982 (United States)",96.0,Walter Hill,Nick Nolte,Roger Spottiswoode,0.3333333333333333,0.38461538461538464,1.0,0.7992700729927007,0.6257332811888933,R,United States,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50 first dates,124550026.46903121,329677167.791424,205127141.32239276,1,1.6469457866666666,19.61362445721052,0,1,0,0,2004,"February 13, 2004 (United States)",99.0,Peter Segal,Adam Sandler,George Wing,1.0,0.8214285714285714,1.0,0.7559322033898305,0.7330583382439599,PG-13,United States,7623.0,6.869,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50/50,11158737.216540685,57655430.72254335,46496693.506002665,1,4.166841874999999,17.86999501919233,0,0,0,1,2011,"September 30, 2011 (United States)",100.0,Jonathan Levine,Joseph Gordon-Levitt,Will Reiser,0.8333333333333334,0.5454545454545454,1.0,0.8461538461538461,0.6257332811888933,R,United States,2111.0,7.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0
500 days of summer,10968531.468531469,88918877.77529137,77950346.3067599,1,7.1067258666666655,18.303235037616076,0,0,0,0,2009,"August 7, 2009 (United States)",95.0,Marc Webb,Zooey Deschanel,Scott Neustadter,1.0,0.5,1.0,0.9375,0.7330583382439599,PG-13,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,25019018.404907975,32249828.42392638,7230810.019018404,1,0.28901253846153846,17.28902331201149,0,0,0,0,1998,"August 28, 1998 (United States)",93.0,Mark Christopher,Ryan Phillippe,Mark Christopher,1.0,0.4,1.0,1.0,0.6257332811888933,R,United States,512.0,5.854,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 heads in a duffel bag,5863551.401869159,7041898.509657321,1178347.1077881614,1,0.20096133333333321,15.76738850845293,0,0,0,0,1997,"April 18, 1997 (United States)",95.0,Tom Schulman,Joe Pesci,Tom Schulman,1.0,0.3333333333333333,0.75,0.5652173913043478,0.6257332811888933,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 mile,71493607.55975541,423512573.47748744,352018965.917732,1,4.923782390243902,19.864093763416033,0,0,0,0,2002,"November 8, 2002 (United States)",110.0,Curtis Hanson,Eminem,Scott Silver,0.75,1.0,0.6666666666666666,0.6470588235294118,0.6257332811888933,R,United States,7726.0,7.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8 million ways to die,51520072.992700726,3735531.585766423,-47784541.406934306,0,-0.9274936666666668,15.133400959627627,0,0,0,0,1986,"April 25, 1986 (United States)",115.0,Hal Ashby,Jeff Bridges,Lawrence Block,0.0,0.5652173913043478,0.5,0.0,0.6257332811888933,R,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 seconds,14817139.001349527,41537512.315789476,26720373.31443995,1,1.803342285714286,17.542107512217658,0,0,0,0,1994,"February 25, 1994 (United States)",105.0,John G. Avildsen,Luke Perry,Monte Merrick,0.8333333333333334,1.0,1.0,1.0,0.7330583382439599,PG-13,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88 minutes,43711100.78959591,47489757.893636785,3778657.104040876,1,0.08644616666666674,17.67602464352014,0,0,0,0,2008,"April 18, 2008 (United States)",108.0,Jon Avnet,Al Pacino,Gary Scott Thompson,0.8,0.631578947368421,0.8,0.5,0.6257332811888933,R,United States,1164.0,5.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8mm,75318127.25090036,181928486.652461,106610359.40156063,1,1.4154674750000003,19.019124242839343,0,1,0,0,1999,"February 26, 1999 (United States)",123.0,Joel Schumacher,Nicolas Cage,Andrew Kevin Walker,0.7777777777777778,0.6666666666666666,1.0,0.7559322033898305,0.6257332811888933,R,Germany,2216.0,6.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9,43874125.874125876,70824631.06340326,26950505.18927739,1,0.6142687666666666,18.07571740865717,0,0,0,0,2009,"September 9, 2009 (United States)",79.0,Shane Acker,Elijah Wood,Pamela Pettler,1.0,0.7,1.0,0.775,0.7330583382439599,PG-13,United States,70.0,5.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9 to 5,38070388.34951456,393269723.27912617,355199334.9296116,1,9.3300686,19.790006255743695,0,0,0,0,1980,"December 19, 1980 (United States)",109.0,Colin Higgins,Jane Fonda,Patricia Resnick,1.0,0.5714285714285714,1.0,0.5,0.7196885428253615,PG,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90 minutes in heaven,6618143.459915612,6374783.735864979,-243359.72405063268,0,-0.03677159999999997,15.667860881515509,0,0,0,1,2015,"September 11, 2015 (United States)",121.0,Michael Polish,Kate Bosworth,Michael Polish,0.0,0.3333333333333333,0.0,0.5,0.7330583382439599,PG-13,United States,63.0,5.914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99 homes,10589029.535864979,2419900.3308016877,-8169129.205063291,0,-0.771471,14.699237324905656,0,0,0,0,2015,"October 9, 2015 (United States)",112.0,Ramin Bahrani,Andrew Garfield,Ramin Bahrani,0.0,0.5,0.0,0.3333333333333333,0.6257332811888933,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9½ weeks,48657846.71532846,19279732.950729925,-29378113.764598537,0,-0.603769294117647,16.774565047815464,0,0,0,0,1986,"February 21, 1986 (United States)",117.0,Adrian Lyne,Mickey Rourke,Elizabeth McNeill,0.7142857142857143,0.3333333333333333,0.0,0.0,0.6257332811888933,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[rec]²,8189836.82983683,27572203.015384614,19382366.185547784,1,2.3666364285714283,17.132318722328673,0,0,0,0,2009,"October 2, 2009 (Spain)",85.0,Jaume Balagueró,Jonathan D. Mellor,Jaume Balagueró,1.0,1.0,1.0,1.0,0.6257332811888933,R,Spain,2154.0,6.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a bad moms christmas,35836801.30558956,163454914.4634843,127618113.15789473,1,3.5610910714285713,18.912047763875844,0,0,1,0,2017,"November 1, 2017 (United States)",104.0,Jon Lucas,Mila Kunis,Jon Lucas,1.0,1.0,1.0,1.0,0.6257332811888933,R,United States,1044.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a beautiful day in the neighborhood,30670707.860774342,83130962.51427454,52460254.6535002,1,1.7104350800000003,18.2359277958921,0,0,0,0,2019,"November 22, 2019 (United States)",109.0,Marielle Heller,Tom Hanks,Micah Fitzerman-Blue,1.0,0.9210526315789473,1.0,1.0,0.7196885428253615,PG,China,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a beautiful mind,101137298.49916619,552403653.8126737,451266355.3135075,1,4.461918224137931,20.1297895957206,0,1,0,0,2002,"January 4, 2002 (United States)",135.0,Ron Howard,Russell Crowe,Akiva Goldsman,0.8636363636363636,0.8461538461538461,0.6,0.7804878048780488,0.7330583382439599,PG-13,United States,10928.0,7.853,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
a bronx tale,47760553.63321799,37530889.983391,-10229663.649826989,0,-0.21418645454545454,17.440674911394044,0,0,0,0,1993,"October 1, 1993 (United States)",121.0,Robert De Niro,Robert De Niro,Chazz Palminteri,0.0,0.5,0.0,0.5,0.6257332811888933,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a bug's life,230944785.2760736,699106159.9282209,468161374.6521473,1,2.027157158333334,20.36531316409997,0,0,0,0,1998,"November 25, 1998 (United States)",95.0,John Lasseter,Kevin Spacey,John Lasseter,1.0,0.6,1.0,1.0,0.7798165137614679,G,United States,9641.0,6.974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a chorus line,78716542.75092937,41407522.456319705,-37309020.294609666,0,-0.4739667037037037,17.538973148283436,0,0,0,0,1985,"December 20, 1985 (United States)",113.0,Richard Attenborough,Michael Douglas,Arnold Schulman,0.4,0.7777777777777778,0.0,0.5,0.7330583382439599,PG-13,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a christmas carol,292494172.4941725,475722241.7258741,183228069.2317016,1,0.6264332299999998,19.980344718194353,0,1,0,0,2009,"November 6, 2009 (United States)",96.0,Robert Zemeckis,Jim Carrey,Charles Dickens,0.9411764705882353,0.9090909090909091,0.6,0.8942307692307693,0.7196885428253615,PG,United States,4865.0,6.906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a christmas story,10393674.69879518,65050913.88453815,54657239.185742974,1,5.258702121212122,17.990680827151913,0,0,0,0,1983,"November 18, 1983 (United States)",93.0,Bob Clark,Peter Billingsley,Jean Shepherd,0.5,1.0,0.5,0.5833333333333334,0.7196885428253615,PG,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a cinderella story,31552673.372154575,116359465.60772894,84806792.23557436,1,2.687784684210526,18.57219480759769,0,1,0,0,2004,"July 16, 2004 (United States)",95.0,Mark Rosman,Hilary Duff,Leigh Dunlap,1.0,0.75,1.0,0.7728813559322034,0.7196885428253615,PG,United States,3352.0,6.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0
a civil action,141221488.59543818,106782239.13385354,-34439249.46158464,0,-0.24386692000000004,18.486302179780985,0,0,0,0,1999,"January 8, 1999 (United States)",115.0,Steven Zaillian,John Travolta,Jonathan Harr,0.0,0.5,0.0,0.7307692307692307,0.7330583382439599,PG-13,United States,481.0,6.469,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a cry in the dark,39775993.2375317,18320284.183431953,-21455709.054099746,0,-0.5394135333333333,16.723519483870316,0,0,0,0,1988,"November 11, 1988 (United States)",120.0,Fred Schepisi,Meryl Streep,John Bryson,0.3333333333333333,0.7391304347826086,0.0,0.5,0.7330583382439599,PG-13,Australia,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a cure for wellness,51195430.43655651,34070561.51529988,-17124868.92125663,0,-0.33449995,17.343944300076135,0,0,0,0,2017,"February 17, 2017 (United States)",146.0,Gore Verbinski,Dane DeHaan,Justin Haythe,0.7,0.6666666666666666,0.6,0.7368421052631579,0.6257332811888933,R,United States,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a dirty shame,24910005.293806244,3178792.346214928,-21731212.947591316,0,-0.8723889333333333,14.97201223187085,0,0,0,0,2004,"September 24, 2004 (United States)",89.0,John Waters,Tracey Ullman,John Waters,0.16666666666666666,0.0,0.16666666666666666,0.14285714285714285,0.5833333333333334,NC-17,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a dog's journey,19629253.03089558,92922103.85529917,73292850.8244036,1,3.733858375,18.347272117948485,0,0,0,0,2019,"May 17, 2019 (United States)",109.0,Gail Mancuso,Josh Gad,W. Bruce Cameron,1.0,1.0,1.0,0.8194444444444444,0.7196885428253615,PG,China,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a dog's purpose,28157486.74010608,262422425.21542227,234264938.4753162,1,8.319809954545454,19.385466077142212,0,0,0,0,2017,"January 27, 2017 (United States)",100.0,Lasse Hallström,Josh Gad,W. Bruce Cameron,0.6363636363636364,1.0,1.0,0.8194444444444444,0.7196885428253615,PG,United States,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a dog's way home,22082909.65975753,99015023.99608916,76932114.33633164,1,3.483785222222222,18.410782164220585,0,0,0,0,2019,"January 11, 2019 (United States)",96.0,Charles Martin Smith,Ashley Judd,W. Bruce Cameron,1.0,0.8333333333333334,1.0,0.6666666666666666,0.7196885428253615,PG,China,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a dry white season,22768548.387096774,9529596.308870967,-13238952.078225806,0,-0.5814578888888889,16.069913019634882,0,0,0,0,1989,"September 20, 1989 (United States)",106.0,Euzhan Palcy,Donald Sutherland,André P. Brink,0.0,0.6,0.0,0.0,0.6257332811888933,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a few good men,91672843.90591589,543866313.8888097,452193469.9828938,1,4.932687268292684,20.114214029930356,0,1,0,0,1992,"December 11, 1992 (United States)",138.0,Rob Reiner,Tom Cruise,Aaron Sorkin,0.7333333333333333,0.9393939393939394,1.0,0.7559322033898305,0.6257332811888933,R,United States,4053.0,7.542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
a fish called wanda,19887996.61876585,165716631.0600169,145828634.44125104,1,7.332494933333332,18.925789851891995,0,0,0,0,1988,"July 29, 1988 (United States)",108.0,Charles Crichton,John Cleese,John Cleese,1.0,0.6666666666666666,0.5,0.5833333333333334,0.6257332811888933,R,United Kingdom,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a ghost story,127988.57609139127,3545004.5426356588,3417015.9665442677,1,26.69782,15.081050281455086,0,0,1,1,2017,"July 27, 2017 (Australia)",92.0,David Lowery,Casey Affleck,David Lowery,1.0,0.6,1.0,1.0,0.6257332811888933,R,United States,906.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
