movie_id,real_budget,real_revenue,real_profit,is_profitable,ROI,log_real_revenue,is_sequel,is_major_studio,is_blockbuster_season,is_weekend_release,released_year,released_date,runtime,director,star,writer,director_win_rate,star_win_rate,writer_win_rate,production_win_rate,rating_win_rate,rating,country,vote_count,score,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,theme_agent,theme_american,theme_brother,theme_car,theme_city,theme_daughter,theme_death,theme_director,theme_drug,theme_family,theme_father,theme_finds,theme_friend,theme_friends,theme_help,theme_high,theme_love,theme_mother,theme_murder,theme_old,theme_police,theme_relationship,theme_school,theme_secret,theme_son,theme_town,theme_true,theme_war,theme_wife,theme_years
living in oblivion,1029199.4750656168,2288507.368766404,1259307.8937007873,1,1.22358,14.643410795947629,0,0,0,0,1995,"July 21, 1995 (United States)",90.0,Tom DiCillo,Steve Buscemi,Tom DiCillo,0.5,0.75,0.5,1.0,0.6257332811888933,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loaded weapon 1,28222145.32871972,60741435.75294117,32519290.42422145,1,1.1522614615384614,17.922136671449984,0,1,0,0,1993,"February 5, 1993 (United States)",84.0,Gene Quintano,Emilio Estevez,Don Holley,1.0,0.625,1.0,0.7697368421052632,0.7330583382439599,PG-13,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lock up,60716129.03225806,55909048.41854838,-4807080.613709681,0,-0.07917304166666672,17.839236810864882,0,0,0,0,1989,"August 4, 1989 (United States)",109.0,John Flynn,Sylvester Stallone,Richard Smith,0.5,0.75,0.0,0.0,0.6257332811888933,R,United States,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locke,2650612.5897760876,2767756.413181242,117143.82340515452,1,0.04419500000000012,14.833547952132449,0,0,0,1,2014,"April 18, 2014 (United Kingdom)",85.0,Steven Knight,Tom Hardy,Steven Knight,0.5,0.75,0.7142857142857143,0.75,0.6257332811888933,R,United Kingdom,1370.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lockout,27325783.972125433,46376021.21646342,19050237.244337983,1,0.6971524500000003,17.652293121052466,0,0,0,1,2012,"April 13, 2012 (United States)",95.0,James Mather,Guy Pearce,James Mather,1.0,0.6,1.0,0.8333333333333334,0.7330583382439599,PG-13,France,1004.0,5.934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logan,162545491.6360669,787720274.5728275,625174782.9367605,1,3.8461527086614176,20.484653604564226,0,1,0,1,2017,"March 3, 2017 (United States)",137.0,James Mangold,Hugh Jackman,James Mangold,1.0,0.7692307692307693,1.0,0.8164251207729468,0.6257332811888933,R,United States,12330.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logan lucky,37116687.066503465,56653210.17013464,19536523.103631176,1,0.5263541724137932,17.852459228211927,0,0,0,1,2017,"August 18, 2017 (United States)",118.0,Steven Soderbergh,Channing Tatum,Jules Asner,0.6521739130434783,1.0,1.0,1.0,0.7330583382439599,PG-13,United States,1627.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lol,15029181.18466899,14252453.972996516,-776727.2116724737,0,-0.051681272727272715,16.472439728647416,0,0,1,1,2012,"March 1, 2012 (Singapore)",97.0,Lisa Azuelos,Miley Cyrus,Lisa Azuelos,0.0,0.6666666666666666,0.0,0.0,0.7330583382439599,PG-13,United States,1810.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lolita,119321472.39263804,2061672.9662576688,-117259799.42638038,0,-0.9827216935483871,14.539028815760542,0,0,0,0,1998,"September 25, 1998 (United States)",137.0,Adrian Lyne,Jeremy Irons,Vladimir Nabokov,0.7142857142857143,0.0,0.0,0.0,0.6257332811888933,R,France,1936.0,7.103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0
london boulevard,35958276.02017423,11948542.457129756,-24009733.563044474,0,-0.66771092,16.29611994248038,0,0,0,0,2010,"November 26, 2010 (United Kingdom)",103.0,William Monahan,Colin Farrell,William Monahan,0.0,0.5384615384615384,0.8333333333333334,0.25,0.6257332811888933,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
london fields,9994424.532058941,541862.7176423736,-9452561.814416567,0,-0.9457834999999999,13.20276980534032,0,0,0,1,2018,"October 26, 2018 (United States)",118.0,Mathew Cullen,Amber Heard,Roberta Hanley,0.0,0.0,0.0,0.3333333333333333,0.6257332811888933,R,United Kingdom,59.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
london has fallen,78425000.0,255134935.26875,176709935.26875,1,2.2532347500000003,19.35730312500418,0,0,0,1,2016,"March 4, 2016 (United States)",99.0,Babak Najafi,Gerard Butler,Creighton Rothenberger,1.0,0.6428571428571429,1.0,0.5,0.6257332811888933,R,United States,2591.0,6.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lone star,9996813.256851496,24810063.149776924,14813249.892925428,1,1.4817972000000001,17.026759941306597,0,1,0,0,1996,"June 21, 1996 (United States)",135.0,John Sayles,Chris Cooper,John Sayles,0.5555555555555556,0.5,0.7142857142857143,0.7559322033898305,0.6257332811888933,R,United States,401.0,7.011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lone survivor,53854077.25321889,201689755.61545065,147835678.36223176,1,2.7451157999999998,19.122241216386687,0,0,1,0,2013,"January 10, 2014 (United States)",121.0,Peter Berg,Mark Wahlberg,Peter Berg,0.7,0.8333333333333334,0.75,1.0,0.6257332811888933,R,United States,2289.0,7.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
lone wolf mcquade,15747991.967871487,38527865.49799197,22779873.530120485,1,1.4465256,17.46689234258005,0,0,0,0,1983,"April 15, 1983 (United States)",107.0,Steve Carver,Chuck Norris,B.J. Nelson,1.0,0.9090909090909091,1.0,1.0,0.7196885428253615,PG,United States,390.0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
lonely hearts,28008928.57142857,3922549.3030753965,-24086379.268353175,0,-0.8599536111111111,15.182252587745564,0,0,0,0,2006,"October 21, 2006 (Taiwan)",108.0,Todd Robinson,John Travolta,Todd Robinson,0.0,0.5,0.0,0.5,0.6257332811888933,R,Germany,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
long shot,49073132.57723895,66093914.28744622,17020781.710207276,1,0.3468452250000001,18.006587247444767,0,0,0,0,2019,"May 3, 2019 (United States)",125.0,Jonathan Levine,Charlize Theron,Dan Sterling,0.8333333333333334,0.6,0.5,0.8461538461538461,0.6257332811888933,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
longtime companion,7200459.066564652,11064592.62509564,3864133.5585309872,1,0.536651,16.21926080463793,0,0,0,0,1990,"May 1, 1990 (Portugal)",96.0,Norman René,Stephen Caffrey,Craig Lucas,1.0,1.0,1.0,0.4,0.6257332811888933,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
look who's talking,18973790.322580643,751361623.6943548,732387833.3717741,1,38.599975066666666,20.43739761805966,0,0,0,0,1989,"October 13, 1989 (United States)",93.0,Amy Heckerling,John Travolta,Amy Heckerling,0.6666666666666666,0.5,0.5,0.64,0.7330583382439599,PG-13,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
look who's talking now,47760553.63321799,22448031.163321797,-25312522.469896194,0,-0.5299880454545455,16.926713514115665,0,0,0,0,1993,"November 5, 1993 (United States)",96.0,Tom Ropelewski,John Travolta,Tom Ropelewski,0.0,0.5,0.0,0.64,0.7330583382439599,PG-13,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lookin' to get out,53543172.69076306,2980972.045180723,-50562200.64558233,0,-0.9443258235294117,14.907760330412257,0,0,0,0,1983,"June 30, 1983 (Australia)",105.0,Hal Ashby,Jon Voight,Al Schwartz,0.0,0.2,0.0,0.0,0.6257332811888933,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
looney tunes: back in action,136391304.3478261,116810361.75434782,-19580942.593478277,0,-0.14356445000000012,18.5760623466347,0,1,0,0,2003,"November 14, 2003 (United States)",91.0,Joe Dante,Brendan Fraser,Larry Doyle,0.4444444444444444,0.6666666666666666,0.0,0.7728813559322034,0.7196885428253615,PG,Germany,1587.0,6.358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
looper,40988675.958188154,232906407.87674215,191917731.918554,1,4.6822135,19.26614725219491,0,0,0,1,2012,"September 28, 2012 (United States)",113.0,Rian Johnson,Joseph Gordon-Levitt,Rian Johnson,0.8,0.5454545454545454,0.8,0.64,0.6257332811888933,R,United States,6723.0,6.903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
loose cannons,36002295.33282326,13405224.25248661,-22597071.080336653,0,-0.6276564000000001,16.411155133128073,0,0,0,0,1990,"February 9, 1990 (United States)",94.0,Bob Clark,Gene Hackman,Richard Christian Matheson,0.5,0.6,0.0,0.64,0.6257332811888933,R,United States,112.0,4.978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lord of illusions,24700787.401574805,27365224.287401576,2664436.88582677,1,0.10786849999999994,17.12478361521041,0,0,0,0,1995,"August 25, 1995 (United States)",109.0,Clive Barker,Scott Bakula,Clive Barker,0.5,0.5,0.75,1.0,0.6257332811888933,R,United States,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lord of war,80312339.98975934,116640933.08550946,36328593.09575012,1,0.45234135999999997,18.574610834470242,0,0,0,0,2005,"September 16, 2005 (United States)",122.0,Andrew Niccol,Nicolas Cage,Andrew Niccol,0.8,0.6666666666666666,0.8571428571428571,1.0,0.6257332811888933,R,France,5233.0,7.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
lords of dogtown,40156169.99487967,21542913.010240655,-18613256.984639015,0,-0.46352171999999997,16.885557504211988,0,1,0,0,2005,"June 3, 2005 (United States)",107.0,Catherine Hardwicke,Heath Ledger,Stacy Peralta,0.75,0.4,0.0,0.7559322033898305,0.7330583382439599,PG-13,United States,791.0,7.092,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lorenzo's oil,65128027.68166089,15818269.312110724,-49309758.36955017,0,-0.7571204,16.576676178808565,0,1,0,0,1993,"January 29, 1993 (United States)",129.0,George Miller,Nick Nolte,George Miller,0.7,0.38461538461538464,0.6,0.7804878048780488,0.7330583382439599,PG-13,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loser,36434378.62950058,33528201.348432057,-2906177.281068526,0,-0.07976470000000004,17.32789750377618,0,0,0,0,2000,"July 21, 2000 (United States)",98.0,Amy Heckerling,Jason Biggs,Amy Heckerling,0.6666666666666666,0.8333333333333334,0.5,0.0,0.7330583382439599,PG-13,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
losin' it,22047188.755020082,3924843.6917670686,-18122345.063253015,0,-0.8219798571428573,15.18283733943923,0,0,0,0,1983,"April 22, 1983 (United States)",100.0,Curtis Hanson,Tom Cruise,Bill Norton,0.75,0.9393939393939394,0.0,0.0,0.6257332811888933,R,Canada,122.0,4.923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
losing isaiah,34992782.15223097,15651583.95144357,-19341198.200787403,0,-0.5527196470588236,16.56608274467511,0,1,0,0,1995,"March 17, 1995 (United States)",111.0,Stephen Gyllenhaal,Jessica Lange,Seth Margolis,0.0,0.0,0.0,0.7992700729927007,0.6257332811888933,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lost & found,56488595.438175276,12337589.396758704,-44151006.04141657,0,-0.7815915,16.32816128968862,0,0,0,0,1999,"April 23, 1999 (United States)",100.0,Jeff Pollack,David Spade,J.B. Cook,0.5,0.8,0.0,0.7916666666666666,0.7330583382439599,PG-13,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lost highway,29317757.009345792,7238648.022429907,-22079108.986915886,0,-0.7530968,15.794945147838227,0,0,0,0,1997,"January 15, 1997 (France)",134.0,David Lynch,Bill Pullman,David Lynch,0.42857142857142855,0.4,0.5,0.3333333333333333,0.6257332811888933,R,France,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lost in space,153963190.18404907,262044239.23374233,108081049.04969326,1,0.7019927875,19.384023903324803,0,1,0,0,1998,"April 3, 1998 (United States)",130.0,Stephen Hopkins,Gary Oldman,Irwin Allen,0.75,0.5714285714285714,1.0,0.7697368421052632,0.7330583382439599,PG-13,United States,1290.0,5.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lost in translation,6819565.217391304,202348326.83097824,195528761.61358693,1,28.67173425,19.125501165505913,0,0,0,0,2003,"October 3, 2003 (United States)",102.0,Sofia Coppola,Bill Murray,Sofia Coppola,1.0,0.6666666666666666,1.0,0.775,0.6257332811888933,R,United States,7954.0,7.384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lost river,2647257.3839662448,2660022.45907173,12765.07510548504,1,0.004821999999999928,14.793845499918891,0,0,0,1,2015,"April 10, 2015 (United States)",95.0,Ryan Gosling,Christina Hendricks,Ryan Gosling,1.0,1.0,1.0,0.75,0.6257332811888933,R,United States,352.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lost souls,91085946.57375145,57121654.86062718,-33964291.71312427,0,-0.37288179999999993,17.860693864732063,0,0,0,0,2000,"October 13, 2000 (United States)",97.0,Janusz Kaminski,Winona Ryder,Pierce Gardner,0.0,0.5714285714285714,0.5,0.0,0.6257332811888933,R,United States,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louder than bombs,14559915.611814346,1536367.5898734177,-13023548.021940928,0,-0.8944796363636364,14.244932131267698,0,0,0,0,2015,"October 2, 2015 (Norway)",109.0,Joachim Trier,Jesse Eisenberg,Joachim Trier,0.0,0.9,0.0,0.0,0.6257332811888933,R,Norway,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love & basketball,36434378.62950058,50512837.49477352,14078458.86527294,1,0.3864059,17.7377380895545,0,0,0,0,2000,"April 21, 2000 (United States)",124.0,Gina Prince-Bythewood,Sanaa Lathan,Gina Prince-Bythewood,1.0,1.0,1.0,0.7142857142857143,0.7330583382439599,PG-13,United States,36.0,5.722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0
love & friendship,3921250.0,27974130.83875,24052880.83875,1,6.133983000000001,17.146790778213333,0,0,0,0,2016,"June 3, 2016 (United States)",90.0,Whit Stillman,Kate Beckinsale,Whit Stillman,0.75,0.75,0.75,1.0,0.7196885428253615,PG,Ireland,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love & mercy,13236286.919831224,37911076.50295359,24674789.583122365,1,1.8641776,17.450753909746307,0,0,0,0,2015,"June 19, 2015 (United States)",121.0,Bill Pohlad,John Cusack,Oren Moverman,1.0,0.65,1.0,0.5,0.7330583382439599,PG-13,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love & other drugs,43149931.22420908,147889209.1224209,104739277.89821184,1,2.4273336000000003,18.811973971148372,0,0,0,0,2010,"November 24, 2010 (United States)",112.0,Edward Zwick,Jake Gyllenhaal,Charles Randolph,0.9090909090909091,0.75,1.0,0.9107142857142857,0.6257332811888933,R,United States,36.0,5.722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
love actually,68195652.17391305,418044747.2168478,349849095.0429347,1,5.130079174999999,19.851099037909606,0,1,0,0,2003,"November 14, 2003 (United States)",135.0,Richard Curtis,Hugh Grant,Richard Curtis,0.6666666666666666,0.5833333333333334,0.8333333333333334,0.7804878048780488,0.6257332811888933,R,United Kingdom,7305.0,7.095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
love affair,127004048.58299595,38678858.62213225,-88325189.96086371,0,-0.6954517666666667,17.470803745750025,0,0,0,0,1994,"October 21, 1994 (United States)",108.0,Glenn Gordon Caron,Warren Beatty,Mildred Cram,0.5,0.5,0.0,0.0,0.7330583382439599,PG-13,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love field,39076816.60899653,2202903.433910034,-36873913.1750865,0,-0.9436263333333333,14.605287244866254,0,0,0,0,1993,"February 12, 1993 (United States)",105.0,Jonathan Kaplan,Michelle Pfeiffer,Don Roos,0.3333333333333333,0.5,0.75,0.5652173913043478,0.7330583382439599,PG-13,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love happens,26324475.524475522,52777689.434032634,26453213.90955711,1,1.0048904444444446,17.78159912972721,0,1,0,0,2009,"September 18, 2009 (United States)",109.0,Brandon Camp,Jennifer Aniston,Brandon Camp,1.0,0.8333333333333334,0.5,0.7804878048780488,0.7330583382439599,PG-13,United States,709.0,5.838,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
love in the time of cholera,68096960.92619391,47782694.717317894,-20314266.208876014,0,-0.29831384444444436,17.68217411763664,0,1,0,0,2007,"November 16, 2007 (United States)",139.0,Mike Newell,Javier Bardem,Ronald Harwood,0.625,0.0,0.6666666666666666,0.7697368421052632,0.6257332811888933,R,United States,399.0,6.64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,1,1
love jones,19545171.33956386,24984101.939563863,5438930.6000000015,1,0.2782749000000001,17.033750298156058,0,0,0,0,1997,"March 14, 1997 (United States)",104.0,Theodore Witcher,Larenz Tate,Theodore Witcher,1.0,1.0,1.0,0.5,0.6257332811888933,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love letters,1660587.1029836382,15911413.503368624,14250826.400384985,1,8.5818,16.582547302921956,0,0,0,0,1984,"April 27, 1984 (United States)",88.0,Amy Holden Jones,Jamie Lee Curtis,Amy Holden Jones,1.0,0.7142857142857143,1.0,1.0,0.6257332811888933,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love ranch,35958276.02017423,210210.64328289774,-35748065.37689133,0,-0.99415404,12.255870127341451,0,0,1,0,2010,"January 6, 2011 (Netherlands)",117.0,Taylor Hackford,Helen Mirren,Mark Jacobson,0.6,0.6666666666666666,0.0,0.0,0.6257332811888933,R,Germany,28.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love stinks,7531812.725090036,5506950.777310925,-2024861.9477791116,0,-0.26884125,15.521521811589414,0,0,0,0,1999,"September 10, 1999 (United States)",94.0,Jeff Franklin,French Stewart,Jeff Franklin,0.0,0.0,0.0,0.0,0.6257332811888933,R,United States,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love the coopers,23825316.455696203,55893517.35443038,32068200.898734175,1,1.3459716666666666,17.838958980676768,0,0,1,1,2015,"November 13, 2015 (United States)",107.0,Jessie Nelson,Steve Martin,Steven Rogers,1.0,0.7,1.0,0.9444444444444444,0.7330583382439599,PG-13,United States,384.0,5.998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love's labour's lost,23682346.109175377,546136.7619047619,-23136209.347270615,0,-0.9769390769230769,13.210626534082811,0,0,0,0,2000,"March 31, 2000 (United Kingdom)",93.0,Kenneth Branagh,Alessandro Nivola,William Shakespeare,0.7272727272727273,0.0,0.5555555555555556,0.5,0.7196885428253615,PG,United Kingdom,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"love, simon",12493030.665073676,81855127.72640383,69362097.06133015,1,5.5520633,18.220461519884378,0,0,0,1,2018,"March 16, 2018 (United States)",110.0,Greg Berlanti,Nick Robinson,Becky Albertalli,1.0,1.0,1.0,0.9107142857142857,0.7330583382439599,PG-13,United States,3165.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovelace,13463519.313304722,2134752.734334764,-11328766.57896996,0,-0.8414417000000001,14.573861851076094,0,0,0,0,2013,"August 8, 2013 (Croatia)",93.0,Rob Epstein,Amanda Seyfried,Andy Bellin,0.0,0.75,0.0,0.5,0.6257332811888933,R,United States,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lovesick,31810943.775100403,32035522.738955826,224578.96385542303,1,0.007059801980198062,17.28235596188231,0,0,0,0,1983,"February 18, 1983 (United States)",95.0,Marshall Brickman,Dudley Moore,Marshall Brickman,0.5,0.8571428571428571,0.6666666666666666,0.5714285714285714,0.7196885428253615,PG,United States,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
